lat,lon,borough
51.5212,-0.192202,City of Westminster
51.513,-0.191178,City of Westminster
51.5149,-0.194862,City of Westminster
51.5114,-0.187384,City of Westminster
51.5103,-0.187926,City of Westminster
51.5193,-0.173333,City of Westminster
51.512951,-0.13759953,City of Westminster
51.501516,-0.17848103,City of Westminster
51.525092,-0.18010633,City of Westminster
51.490055,-0.14776615,City of Westminster
51.4985,-0.142753,City of Westminster
51.5124,-0.140583,City of Westminster
51.514,-0.148949,City of Westminster
51.505,-0.146532,City of Westminster
51.5143,-0.13611,City of Westminster
51.509,-0.129738,City of Westminster
51.5132,-0.115769,City of Westminster
51.5193,-0.156313,City of Westminster
51.5138,-0.155672,City of Westminster
51.5175,-0.134055,City of Westminster
51.51298,-0.15652122,City of Westminster
51.490901,-0.13138219,City of Westminster
51.518977,-0.15760515,City of Westminster
51.5188,-0.189199,City of Westminster
51.4983,-0.136018,City of Westminster
51.4948,-0.12849,City of Westminster
51.5077,-0.132835,City of Westminster
51.5137,-0.153784,City of Westminster
51.5102,-0.146579,City of Westminster
51.5103,-0.131355,City of Westminster
51.5127,-0.127079,City of Westminster
51.5183,-0.155856,City of Westminster
51.516,-0.145599,City of Westminster
51.5162,-0.1396,City of Westminster
51.5159,-0.139408,City of Westminster
51.5161,-0.140707,City of Westminster
51.498,-0.147324,City of Westminster
51.5152,-0.194347,City of Westminster
51.5163,-0.187153,City of Westminster
51.512368,-0.12583448,City of Westminster
51.525065,-0.18877126,City of Westminster
51.5067,-0.136967,City of Westminster
51.5148,-0.13185,City of Westminster
51.51,-0.1283,City of Westminster
51.5151,-0.117829,City of Westminster
51.5125,-0.120149,City of Westminster
51.513078,-0.15592635,City of Westminster
51.511162,-0.15013833,City of Westminster
51.514829,-0.13188761,City of Westminster
51.530864,-0.19985882,City of Westminster
51.522544,-0.18280259,City of Westminster
51.519472,-0.17779352,City of Westminster
51.534099,-0.17524853,City of Westminster
51.510793,-0.18584982,City of Westminster
51.492003,-0.15043858,City of Westminster
51.4967,-0.137796,City of Westminster
51.5078,-0.135075,City of Westminster
51.5122,-0.150669,City of Westminster
51.5095,-0.129916,City of Westminster
51.5112,-0.124943,City of Westminster
51.5144,-0.158079,City of Westminster
51.5166,-0.151961,City of Westminster
51.513035,-0.17266037,City of Westminster
51.5153,-0.188096,City of Westminster
51.5189,-0.175861,City of Westminster
51.530072,-0.18633787,City of Westminster
51.487686,-0.14351217,City of Westminster
51.4962,-0.137018,City of Westminster
51.4972,-0.139425,City of Westminster
51.4975,-0.135188,City of Westminster
51.5136,-0.135798,City of Westminster
51.507,-0.125555,City of Westminster
51.5193,-0.156164,City of Westminster
51.5171,-0.142849,City of Westminster
51.5246,-0.190097,City of Westminster
